Tag,Phase,Count,Mean_hours_from_start,Mean_sig,Mean_slop,Mean_runLen
80821,Departure,24,704.5938492141498,-68.74006666666666,0.0001,39.0
80821,Movement/Noise,47,70.46685134222032,-56.516278723404255,0.0007404255319148937,251.95744680851064
80821,Stopover,5660,105.25561365929855,-65.78807985865724,0.00020081272084805654,577.0404593639576
80820,Arrival,192,6.830559433156854,-64.77730364583333,0.00040000000000000013,48.723958333333336
80820,Departure,22,9.40275596463928,-61.809913636363646,0.00039999999999999996,401.0
80820,Movement/Noise,43,10.335201854653532,-58.56006046511629,0.0006651162790697674,112.95348837209302
80820,Stopover,2038,6.471960318909124,-62.86875745829244,0.00020608439646712466,118.9622178606477
80819,Arrival,290,0.9988259519886803,-44.708668275862074,0.0003,230.0758620689655
80819,Departure,7,18.660025734097303,-71.55908571428571,0.0006,73.42857142857143
80819,Movement/Noise,24,10.02255501502367,-65.08272083333333,0.0007583333333333334,74.16666666666667
80819,Stopover,1849,6.997722044069987,-59.00911719848567,0.00025283937263385615,113.06327744726879
80818,Arrival,1679,1.8863491680196,-48.25966456223943,0.0001522930315664086,426.789755807028
80818,Departure,8,22.9619464027883,-71.1374625,0.0001,2.625
80818,Movement/Noise,27,5.8158131965101045,-59.21791111111111,0.0009666666666666666,287.2962962962963
80818,Stopover,219,4.324982864549298,-69.45210684931507,0.0002009132420091324,15.831050228310502
80817,Arrival,305,1.9454788063646038,-47.06478852459016,0.00010000000000000002,450.0
80817,Departure,7,23.86017432141881,-70.27334285714285,0.0005,6.0
80817,Movement/Noise,52,10.34172483171798,-61.108082692307704,0.0005500000000000001,239.75
80817,Stopover,2272,6.850990351956976,-58.79724278169014,0.000171830985915493,246.06470070422534
80816,Arrival,490,0.5492332037560311,-43.8259587755102,0.000233265306122449,123.07755102040817
80816,Departure,7,2.3042385952622615,-66.08677142857142,0.00020000000000000004,7.0
80816,Movement/Noise,8,1.7157585521040624,-61.93096250000001,0.00115,37.875
80816,Stopover,181,1.46916830802661,-63.29286519337017,0.0002392265193370166,31.60220994475138
80815,Arrival,2127,32.490781114583314,-68.38858354489892,0.000209355900329102,53.2698636577339
80815,Departure,550,61.80247940047697,-71.371814,0.00022254545454545457,275.6
80815,Movement/Noise,11,20.92058074240124,-59.81430909090909,0.0012727272727272728,188.36363636363637
80815,Stopover,1754,10.445653164627998,-56.48423956670467,0.00017046750285062712,256.6995438996579
80814,Arrival,1379,4.917108118478505,-51.143338506163886,0.00020000000000000004,466.3118201595359
80814,Departure,6,286.2575923564588,-64.74241666666666,0.0002,15.0
80814,Movement/Noise,16,45.25102417358918,-66.55091250000001,0.00075625,150.3125
80814,Stopover,1715,9.19968559438619,-59.00150536443149,0.00021661807580174928,282.35626822157434
80813,Arrival,698,0.8406664638752996,-46.490114613180516,0.00016575931232091693,187.46561604584528
80813,Departure,455,2.9556990319004215,-65.39493098901099,0.000198021978021978,19.736263736263737
80813,Movement/Noise,26,1.6593097734680664,-54.62710384615385,0.0005461538461538462,119.92307692307692
80812,Arrival,638,0.7588610798876089,-49.449023510971784,0.0001504702194357367,168.90125391849529
80812,Departure,5,1.6323331999910553,-71.06552,0.00041999999999999996,7.6
80812,Movement/Noise,26,1.0328224636727457,-56.51366923076924,0.0005692307692307691,142.80769230769232
80812,Stopover,83,1.692245428373725,-67.92858795180724,0.00015180722891566266,17.156626506024097
80810,Arrival,9056,36.75847233286968,-62.61283145980565,0.0002062720848056537,245.56757950530036
80810,Departure,3265,15.12636371582675,-50.73994079632466,0.00018955589586523738,1635.0036753445636
80810,Movement/Noise,33,90.2318236548831,-57.77518787878787,0.0012484848484848486,376.57575757575756
80809,Arrival,1684,1.8852338709102345,-46.71155576009502,0.00017369358669833728,425.5332541567696
80809,Departure,14,35.52819677179772,-70.85945714285712,0.0008928571428571428,43.142857142857146
80809,Movement/Noise,13,15.179023653813953,-60.29508461538462,0.0017153846153846151,296.15384615384613
80809,Stopover,2781,25.560071638917186,-66.83728950017978,0.00021334052499101045,50.04027328299173
80808,Arrival,58,0.6922188419355892,-47.25073103448276,0.00020000000000000004,192.0
80808,Departure,8,1.4307365798454514,-65.9485375,0.0003,15.625
80808,Movement/Noise,74,0.9464884046356455,-52.70819189189189,0.0002702702702702703,155.64864864864865
80808,Stopover,519,0.7200040867419856,-46.89627495183045,0.00021811175337186898,143.85356454720616
80807,Arrival,165,0.8465482596094024,-47.15336606060606,0.0002,194.0909090909091
80807,Departure,13,93.78616426924347,-56.9044923076923,0.0003,13.307692307692308
80807,Movement/Noise,42,103.34239720768394,-63.38501666666666,0.0004904761904761906,73.95238095238095
80807,Stopover,1026,9.936819474780764,-56.86291140350877,0.00019191033138401555,127.17933723196882
80806,Arrival,329,0.6933340535583468,-50.471773556231,0.00020000000000000006,152.24316109422492
80806,Departure,16,18.531195383709324,-70.68119375,0.0005,282.0
80806,Movement/Noise,38,10.150864684238405,-66.40653947368422,0.0005736842105263158,126.84210526315789
80806,Stopover,1549,9.16938217467737,-65.6268648805681,0.0002806326662362815,194.6068431245965
80805,Arrival,1459,1.6234787801962962,-45.713236189170665,0.00016854009595613435,369.3598355037697
80805,Departure,5,621.9765694444312,-68.87062,0.0006,15.2
80805,Movement/Noise,16,50.113165510416934,-55.22585625,0.0008437499999999999,281.25
80805,Stopover,2375,153.762317197462,-69.06060176842105,0.0002249263157894737,220.0644210526316
80804,Arrival,499,1.4506288296926564,-45.2092751503006,0.00040000000000000013,332.0681362725451
80804,Departure,14,2.9838863730004763,-54.87447857142856,0.0005000000000000002,56.714285714285715
80804,Movement/Noise,47,2.118550634137571,-52.72849361702128,0.0003638297872340426,251.59574468085106
80804,Stopover,902,1.6926678593957118,-47.28808082039911,0.00032361419068736136,292.2050997782705
80803,Arrival,95,0.44855385937346487,-61.038572631578944,0.00029052631578947377,55.4
80803,Departure,5,4.977924488889056,-71.23274,0.00030000000000000003,560.0
80803,Movement/Noise,9,3.0404022932200934,-60.25406666666667,0.0015555555555555555,461.22222222222223
80803,Stopover,2083,2.5520123778231656,-46.422645655304855,0.00030062409985597694,529.177148343735
80802,Arrival,74,0.4312894024129129,-65.91531216216217,0.0003148648648648649,29.216216216216218
80802,Departure,47,24.78860991608444,-70.04974680851063,0.0003319148936170213,9.46808510638298
80802,Movement/Noise,9,4.633010833336944,-53.28191111111111,0.001988888888888889,290.44444444444446
80802,Stopover,1713,2.129156026909541,-48.53510116754232,0.0003171044950379451,393.6217162872154
80801,Arrival,3055,9.70529397785874,-60.43467093289689,0.00034108019639934525,217.36137479541736
80801,Departure,1179,14.084239980637134,-64.93151280746395,0.0003348600508905853,1181.0
80801,Movement/Noise,10,14.068518730580863,-56.612049999999996,0.00272,369.4
80800,Arrival,292,0.9769738529039325,-48.69660787671232,0.0003,215.41095890410958
80800,Departure,6,456.5628070786816,-70.76185000000001,0.0003,10.0
80800,Movement/Noise,36,51.81966117899171,-56.16172777777778,0.0004499999999999999,79.88888888888889
80800,Stopover,496,0.889685858565757,-47.510623185483865,0.0003219758064516129,192.38306451612902
